날짜,요일,시간,,토론,긍부정여부,예측한 날,2,1
2020년 11월 3일 화요일,화요일,7,52,손절.유영두,0,2020년 11월 3일 화요일,,
2020년 11월 3일 화요일,화요일,7,49,카카오 지금 입성,1,2020년 11월 3일 화요일,,
2020년 11월 3일 화요일,화요일,6,2,대주주 10억 유예,1,2020년 11월 3일 화요일,,
2020년 11월 3일 화요일,화요일,0,23,카카오 매수하고픈데,1,2020년 11월 3일 화요일,,
2020년 11월 4일 수요일,수요일,23,48,미국 아마존이랑 개폭등이네,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,41,가자 40만원,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,40,낼 엄청 오르겠네,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,40,수고하셨습니다. 내일은 하락입니다,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,26,아놔 낼 시초 폭락이네,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,13,망했다 바이든 이 이기고있다 ....,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,23,3,그냥 오르는 거지,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,22,27,바이든이 승리하면 카카오 개폭락......,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,21,41,나스닥 쭉쭉가노..,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,21,32,낼 카카오 뚝배기 깨지는날인가요,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,20,48,앤트그룹 카카오 주가에 긍정적,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,19,35,곧 40층 주민들뵈러갑니다,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,19,31,한강 갑니다,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,19,26,손절.유영두,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,19,23,105000에 작년에 들어와서 373000원에 1주남기고 다 팔았다.,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,19,6,트럼프가 되든 바이든이 되든 카카오는 50간다,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,44,실적 대박일 것 같네요,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,37,미국도 테크주들 떡상~~,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,37,네트워크는 과거의 토지 역할을 하는것임,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,35,트럼프각하 축하드립니다,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,17,카카오 택배사 인수 초읽기,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,18,14,카뱅,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,49,크게 성장하리라 보이지 않는데 하여간 우리 언플은 알아줘야,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,41,재입성 성공!!,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,39,실적은 물론 왕대박이겠죠?,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,38,나스닥 재급등,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,22,감사합니다 시외서 추매,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,22,많이 오르니 배아파?,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,20,탈출합니다.,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,19,시간외 폭락,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,14,아마존 선물도 오르는데,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,17,4,세계적인 폭락 앞두고 있는데,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,59,카카오가 미국 대선주일줄이야..,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,58,바이든이,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,58,기나긴 기간조정후 실적과 성장성으로,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,55,내일 342550이때. 저점이니 잡으세요,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,53,"외국인 230,000 주 + 기관 220,000 주 = ㅇ 주",1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,52,알려주시오~~~,0,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,43,다시 간다고 그만큼 말해줘도 못알아 처먹는것들은,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,29,유대금융 팍팍~!,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,7,입성해봤습니다.,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,16,5,트럼프 승리 로 굳어지고 이제 날라가는구나 IT주 오예,1,2020년 11월 5일 목요일,,
2020년 11월 4일 수요일,수요일,8,54,손절.유영두,0,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,8,51,오늘 예상,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,8,50,오늘도 네이버가 길막하겟군,0,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,8,30,게임주 영업이익 212억 ㅡ 178% 상승 ㅡ경축,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,8,8,육개장 얻어먹으러왔다~~,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,7,46,아침에 놓치면 이제 버스못탄다 ㅎㅎ,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,7,22,공포의 3~4월 몇달안남아습니다,0,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,6,55,## [뉴스] 미 증시 급등,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,6,5,클났네 무섭다 무섭다하면서 파는 인간들이 없어..,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,2,13,ㅋㅋㅋㅋ안티많으면 상이네,1,2020년 11월 4일 수요일,,
2020년 11월 4일 수요일,수요일,0,35,헐 카카오 무신고 영업 걸림,0,2020년 11월 4일 수요일,,
2020년 11월 5일 목요일,목요일,23,7,네이버 카카오만 오늘 쉰이유뭐지,0,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,22,29,"★150~200만/2025,12(오로지존버로 장투하라)",1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,22,11,[카카오뱅크] 한번 더 편리해진 카카오뱅크 2.0,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,21,1,파란불일때 그렇게 사라고 사정을 헤도,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,20,57,역시 카카오는 진짜구나,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,20,38,개미들 독박썼네.....손절 영두 주의보...,0,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,19,51,많이 올랐네ㅠㅠ,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,19,12,2021년 카카오 100만원 갑니다,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,18,52,2021년 카카오 100만원 갑니다,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,56,나수닥 선물 계속 폭등ㅇ네 ㅎㅎ 하긴 오를려면,0,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,47,갈놈은 가겠지만 수직으로 상승하는건 아닐진데,0,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,44,20 30 40은 카카오로 부자됩시다.,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,35,카카오 길게보세요^^,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,29,카카고 역대 최고매출,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,25,갈 놈은 간다 줍줍,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,17,19,앵두 요새 방송 신났다 팍팍!!!!,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,16,55,기관쉐리들,0,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,16,39,어마어마한 실적,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,16,28,나스닥선물 폭등...,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,16,26,내릴때마다 이야기했다. 차라리 더 줏어라고,1,2020년 11월 6일 금요일,,
2020년 11월 5일 목요일,목요일,8,58,☆ <카카오><마감시황><속보> ☆,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,55,실적이기는 장사없다.전약후강!,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,50,어닝 서프라이즈로 외국인이 기관이 쓸어담는다,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,50,생각대비 넘 올랐네..,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,47,실적발표 오늘 그뒤론 당분간 호재 없음,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,46,15분후 종토방 예상글,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,41,오늘 개폭락 예상;,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,30,"카카오, 2020년 3분기 매출 1조1004억원… 역대 최고 실적",1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,29,고작 영업이익 천억이 시총 31조?,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,27,"오늘500,000찍는다",1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,20,오늘 하락임 차익실현,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,17,오늘 상한가 가나,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,16,뉴스에 팔아라,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,15,매분기 서프라이즈 예약,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,12,바이든이 되도 기술주 오른다,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,10,분기매출 1조달성,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,9,어제 실적반영,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,8,뜬금없이 왜 초상이 남???????,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,7,빅어닝 서프라이즈,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,8,6,아따 성님들 여기가 초상집 맞아?,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,49,손절.유영두,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,48,"나스닥 4%급등...공화당 상원 과반 확보에""증세 없다""안도[뉴욕마감]",1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,48,120선 따라 이제 상승장 갈 것 같은데?,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,40,닥치고 시초가 최저가여,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,33,오늘 카카오 38만 고지 탈환 예정,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,25,"美증시 `백악관 민주당, 상원 공화당`에 베팅 나스닥 급등",1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,22,어제 오른건 뱉어내야야지,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,17,공화당 상원장악으로 증세물건너가며 나스닥 급등,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,7,3,텨,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,6,55,시초가 -6.8% 모십시다,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,6,30,카카오랑 트럼프랑 뭔 상관이냐?카카오가 코스닥 잡주냐? 한심하다.한심해.,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,5,36,다들 차트 안보나...딱봐으도 계단식하락 조정구간인데,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,2,19,40만원 가보자!!,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,1,38,특별배당 줄 수 밖에 없는 이유 4가지?,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,1,29,밑에 떡상주장 철회,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,1,4,오늘떡상,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,1,0,나스닥 4월이후 하루 최고 상승중,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,0,48,당사자 미국은 누가되든 신경 안쓰고 급등랠리,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,0,43,머선일이고~~개미들 45만주 던졌노,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,0,42,개미들 독박썼네.....바이든 나의 예상대로 승리..,0,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,0,16,미국 나스닥 다우 우주돌파 폭등~~,1,2020년 11월 5일 목요일,,
2020년 11월 5일 목요일,목요일,0,2,OOO 양심껏 다시 투표하자..현재 나스닥 선물 +3%이상이다.,1,2020년 11월 5일 목요일,,
2020년 11월 6일 금요일,금요일,23,18,2021년 카카오 영업이익 1조 돌파 예상,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,21,59,종가에 진입했는데 엄청 불안하네요,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,21,51,2021년 카카오 100만원 갑니다,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,21,10,신고가 42만 재돌파합니다,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,20,55,나스닥 선물이 1%넘게 하낙하고,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,20,55,나스닥 선물이 1%넘게 하낙하고,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,19,35,"웹젠, 분기 매출 1000억원 뚫었다",0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,19,25,또시작,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,18,19,앵두회장 말듣고 375에 추매했다가 물렸네 ㅋㅋㅋ,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,18,18,오늘 이평선 싹 다 뚫었다,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,18,7,떨어지길 바라지만,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,18,5,장기 우상향,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,17,52,증시 흐를때 열심히 줍줍해서,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,17,38,님들 혹시 닷컴버블이라고 아세요 ?,0,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,17,14,나스닥 12천 돌파 곧 양전,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,16,57,하 시발,1,2020년 11월 9일 월요일,,
2020년 11월 6일 금요일,금요일,8,49,거러지새끼들 안티어디갓니?,1,2020년 11월 6일 금요일,,
2020년 11월 6일 금요일,금요일,8,4,당분간 우상향입니다,1,2020년 11월 6일 금요일,,
2020년 11월 6일 금요일,금요일,7,46,"“카카오, 50만원 넘긴다”",1,2020년 11월 6일 금요일,,
2020년 11월 6일 금요일,금요일,7,26,응답하라~ 40층 들리는가? 오바? 좀만 버텨라 포기하면 안된다.,1,2020년 11월 6일 금요일,,
2020년 11월 6일 금요일,금요일,7,5,미국 기술주 폭등,1,2020년 11월 6일 금요일,,
2020년 11월 6일 금요일,금요일,0,49,내일?,1,2020년 11월 6일 금요일,,
2020년 11월 7일 토요일,토요일,22,13,팔지마 이OOO들아,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,22,11,쌍끌이 매수,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,20,26,카카오,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,20,12,카카오 이번주 중권사 추천주이네요..,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,19,33,유투버 왜 욕하지?,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,19,33,탈출혀,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,6,19,담주가 기데대네 ㅋ 상승 으로 쭉욱,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,4,19,아잇 C8 이놈 언제 이렇게 올라갔냐?,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,3,17,올 겨울 대박이 날수도 잇는 주식,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,1,48,과연 카카오가 버텨낼 수 있을까,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,22,13,팔지마 이OOO들아,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,22,11,쌍끌이 매수,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,20,26,카카오,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,20,12,카카오 이번주 중권사 추천주이네요..,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,19,33,유투버 왜 욕하지?,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,19,33,탈출혀,0,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,15,21,카카오 몰빵했는데,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,12,18,"500,000간다홀딩 곧 간다",1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,10,45,"400,000 원에 10,000,000 주만 사 두거라 ㅡ언능",1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,10,40,"카카오 목표가 490,000 원 제시 ㅡ삼성증권",1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,6,19,담주가 기데대네 ㅋ 상승 으로 쭉욱,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,4,19,아잇 C8 이놈 언제 이렇게 올라갔냐?,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,3,17,올 겨울 대박이 날수도 잇는 주식,1,2020년 11월 9일 월요일,,
2020년 11월 7일 토요일,토요일,1,48,과연 카카오가 버텨낼 수 있을까,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,22,59,"1주일 달렸으니,",1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,22,17,잡음에 반응하지 마시고 기업가치 산업성장성 10년을 보고 투자하세요,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,21,26,실적으로 카카오 옹호하는데,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,19,56,증권사에서 추천 하던데..불길하다,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,17,26,장기투자 걱정없음,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,8,5,"년말목표가 987,000 원 제시합니다",1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,4,45,바이든 당선으로 제피모건탈출하면,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,22,59,"1주일 달렸으니,",1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,22,17,잡음에 반응하지 마시고 기업가치 산업성장성 10년을 보고 투자하세요,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,21,26,실적으로 카카오 옹호하는데,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,19,56,증권사에서 추천 하던데..불길하다,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,17,26,장기투자 걱정없음,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,15,59,러시안 룰렛,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,15,25,추미애 삼행시 3,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,14,24,ㅋㅋㅋㅋ카카오 미리미리 안사두고 뭐했냐?,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,13,19,앵두씨는 주식도 미국 대통령도,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,13,7,ㅋㅋ근거없는 찬티천국,0,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,12,6,얘는 연말까지 죽갈듯 하네요,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,9,19,다음주도 상승세 예상,1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,8,5,"년말목표가 987,000 원 제시합니다",1,2020년 11월 9일 월요일,,
2020년 11월 8일 일요일,일요일,4,45,바이든 당선으로 제피모건탈출하면,0,2020년 11월 9일 월요일,,
2020년 11월 9일 월요일,월요일,23,52,아마존도 말아올리는중,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,48,근데 구글은 오른당,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,47,안티질도 대가리가 굴러가야하는거지 ㅋㅋㅋㅋ,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,43,낼 제발 폭락 시켜 주십시오.,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,42,언택트 작살나겠네,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,39,52주 신저가 찍으로갈차례,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,39,"언택트 끝, 컨택트 업종 굿",0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,38,와!!대박!! 저는 이사람 동영상 덕분에 kpx생명과학 2연상 먹었어요!!!,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,37,9만에 재진입할게요,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,34,ㅠㅠ단기하락은 막을수없을듯,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,29,미국 언택트주~~ 완전 ㅠㅠ 우짜노 ~~,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,29,5자간다,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,23,나선이 다시 상승폭이 줄어드는거 보니 본장 하락각,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,21,얘들아 형님 골로가시는길 육개장 한사바리,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,18,언택트주들 버려라~~이제 곡소리 난다~~,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,17,남 피눈물 흘릴때 코로나로300%상승했잖아요?,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,15,내일 이집은 곡소리 좀 나것네요.ㅜ.ㅜ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,14,낼 제발 팔아 주세요.,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,13,코로나로 300%올렀는데.ㄷㄷ백신이라니,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,12,솔까 많이 쳐줘야 20만원짜린데 ㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,10,화이자백신기대감? 전세계증시초급등],0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,9,카카오는 다시 7만원갑니다.,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,8,속보) 평단 35만원 이상인분들 걱정할필요없습니다,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,3,시초가,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,1,우짜노~~ 나이아가라 폭포수 쏟아지겠당... ㅠㅠ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,23,0,코로나 종식 = 유럽증시 대 폭등 = 언택트 주식도 빠이,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,59,내일 60일선 아래로 꼬라박겟누,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,58,ㅋㅋㅋㅋ 뒤질준비나 하세요,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,56,나스닥 선물 급반등,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,55,카카오 현실적인 대처방법,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,55,줌 나락가는거봐라 ㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,53,걍.. 폭포수 예정인듯,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,50,미 나수닥 선물 상승중에 있어서 내일,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,47,카카오만큼 좋은주식없습니다. 20억개미유튜버 무무스올림,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,44,육계장 맛집이라면서요?,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,43,그래도 오르긴 올랐네요.,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,42,킷트주나 뒤지는거지,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,37,낼 오르겠군 ㅎ,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,36,아 금요일에 다 팔았는데 내일 매수기회주네,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,34,대한민국 언택트주 지금까지 뭐했노!!!!!!!!!!!,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,32,흐ㅡ흐흑 내일 35만 깨저요,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,25,점차 하락하다 이번달말 퇀전 승인나면,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,22,잘가요 잘자고,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,18,다우존스니 뭐니 떠들던놈어디감????,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,16,26만에서 한번 아가리 쩌억~,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,15,여유자금 다 갖다 박아야겠다,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,14,"년말목표가 987,000 원 제시합니다",1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,13,내일 하한가,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,12,이제 다시 돌아갈시간,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,5,언택트추세끝,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,3,카카오는 당분간 폭락 ㄷㄷㄷ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,22,2,코로나 끝나면 카톡 안써?,1,2020년 11월 10일 화요일,,
