날짜,토론,label
2020.09.12 14:05,당분간 계속 하락 예정,
2020.09.12 14:01,그동안,
2020.09.12 12:53,쥬린이 입니다,
2020.09.12 12:49,문재앙과 그 일당들의 국정 농단을 볼 때,
2020.09.12 12:44,코로나 정치방역 문정권은 자폭해야....,
2020.09.12 12:44,카카오,
2020.09.12 12:28,슬금 슬금,
2020.09.12 12:19,추세선다깨짐,
2020.09.12 11:57,나도 카카오 살테니^^ 인간적으로 지워라(인물관련 검색어) ...,
2020.09.12 11:48,국내주식은 요즘은 살게없네요,
2020.09.12 11:46,마지막,
2020.09.12 11:46,마지막,
2020.09.12 11:38,추석에 이동자제로 고향 선물 택배로....,
2020.09.12 11:38,폭등 불가피윌요,
2020.09.12 11:37,지주회사,
2020.09.12 11:36,35층안온다,
2020.09.12 10:52,안티들아 봐라,
2020.09.12 10:40,제자리 찾아가는 중이네요~,
2020.09.12 10:35,안티들아~,
2020.09.12 10:25,평단40.5인데 욕심없습니다. 예금이자100만원벌때까지 존버하겠습니다,
2020.09.12 10:12,카카오 영상떴음!!!!!!!!!!참조,
2020.09.12 10:10,얼마 떨어졌다고 징징거리냐,
2020.09.12 09:51,본주는 원래 그런거임,
2020.09.12 09:49,안티들 많네 이제 오를때인듯,
2020.09.12 09:25,미국 성장기술주 개폭락,
2020.09.12 09:46,미국 성장기술주 개폭락,
2020.09.12 09:10,쥬린이 입니다,
2020.09.12 09:05,카카오 너무하네,
2020.09.12 08:55,월요일에,
2020.09.12 08:45,국민들은 추미애의 사퇴를 원한다.,
2020.09.12 08:14,망한 듯...,
2020.09.12 08:14,당분간 하방은 맞아요 이마트가 계속 오르는것 보니,
2020.09.12 08:04,주식은 취득세 없죠?? 2주택자 되면 취득세가 8.8%네요.,
2020.09.12 05:18,미래 먹거리에 대해,
2020.09.12 01:45,카카오 영상떴음!!!!!!!!!!참조,
2020.09.12 01:17,카겜 재료소멸 약발끝 이제 원위치로 가야지,
2020.09.12 01:16,아마존=카카오다.,
2020.09.12 00:53,하루어1~2%씩,
2020.09.12 00:42,테슬라 반등 실패 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2020.09.12 00:40,아 니길 나랑안맞는주식있네 진짜ㅜㅜ,
2020.09.12 00:28,카카오 뭘 믿었기에~~,
2020.09.12 00:20,"카카오가 썸에이지 인수합병 간다,,,,,,,,,,,,,,... 과거에도 네시삼십삼분 액션스퀘어 200억 투자했거든 그때도 인수합병 이야기 있었",
2020.09.12 00:13,씨젠 독감 코로나 동시진단 키트 유럽 승인,
2020.09.11 23:29,개미무덤이 무엇인고 모르는 사람이 많아,
2020.09.11 23:23,추세 하락이네,
2020.09.11 23:16,나스닥,
2020.09.11 23:12,외인 기관이 매도 지 OOO들아,
2020.09.11 22:56,청원동의,
2020.09.11 22:44,이정도,
2020.09.11 22:33,카카오,
2020.09.11 22:28,카카오 조정?,
2020.09.11 22:24,돌대가리 안티들 봐라,
2020.09.11 22:12,더 이상 나서서 대한민국 국격을 떨어뜨리는 일 하지 맙시다.,
2020.09.11 22:01,마지막탈출기회는주겠죠?,
2020.09.11 21:59,몰빵쳐라,
2020.09.11 21:58,sk때부터 느낀거지만,
2020.09.11 21:52,코로나끝나면 30프로 조정들어온다,
2020.09.11 21:49,다들 왜 sk를 비교하냐 sk케미컬을 봐야지,
2020.09.11 21:41,적정가 22만원 완전 개미무덤이네;;,
2020.09.11 21:34,카카오는 하락세 타면 최소 1년이다.,
2020.09.11 21:34,"K 방역이 허구라는 증거/방역당국, 주호영 '자가진단키트 보급' 주장에 난색",
2020.09.11 21:29,현재 DB하이텍1우 4연상입니다~~,
2020.09.11 21:29,이 종목을 마지막 매수 기회라 떠드는 인간,
2020.09.11 21:16,가격 조정 불가피,
2020.09.11 21:08,카겜 기대감에 오른 거품 꺼지는중.,
2020.09.11 21:18,카겜 기대감에 오른 거품 꺼지는중.,
2020.09.11 21:07,"월요일날 개떡상이네요,,",
2020.09.11 20:49,올해 50만 가줘~~,
2020.09.11 20:38,35만원 추매,
2020.09.11 20:38,붕위기 ㅋㅋㅋ우짜노,
2020.09.11 20:21,카카오 주가의 방향,
2020.09.11 20:20,내가 일찌감치 민주당 좌익세력들의 잔혹함이나 내로남불 인민재판 습성을 정확히 꿰뚫어 볼 수 있게된점,
2020.09.11 20:15,카카오가,
2020.09.11 20:08,ㅋㅋ,
2020.09.11 20:00,쥬린이 입니다,
2020.09.11 19:59,.,
2020.09.11 19:57,형이 글 안 안올릴려고 했는데....,
2020.09.11 20:12,형이 글 안 안올릴려고 했는데....,
2020.09.11 19:37,정의라는 말은 참 잔인한 말.. 모든 정의는 언제나 복수입니다.,
2020.09.11 19:16,흠 소리없이 줄줄 빠지네,
2020.09.11 18:48,안티들 장 끝났는데,
2020.09.11 18:37,카카오 들어와~,
2020.09.11 18:22,ㅂㅇㅅ 같은 차트충들,
2020.09.11 18:18,증시 대하락은 서서히 서서히,
2020.09.11 18:18,역시 기관을 이길수없단 말인가....,
2020.09.11 18:17,우하향 차튼데?,
2020.09.11 17:51,아 개잡쥬시발,
2020.09.11 17:49,깨깨오 SK꼴나는 중인가요?,
2020.09.11 17:48,하한가~하한가 ~신나는 노래~,
2020.09.11 17:47,난 정리하고 현대차 몰빵고고,
2020.09.11 17:50,난 정리하고 현대차 몰빵고고,
2020.09.11 17:46,여기까지 ㅡ 까까오 시즌2 이제 시작합니다 .,
2020.09.11 17:39,주주는 아니고 그냥 맨날 모든 차트다보는사람인데,
2020.09.11 17:37,아 ~~제대로 좀 꽂아쥬ㅓ,
2020.09.11 17:29,떡락해도 다시 오를수있는이유,
2020.09.11 17:08,형들 이거 왜떨어져??,
2020.09.11 17:04,☆☆☆☆☆*****주주필독! 대차거래해지~!!******''☆☆☆☆,
2020.09.11 17:02,카카오게임즈도 상장 끝 재료소멸 스톱옵션물량까지,
2020.09.11 16:55,1차 34만 2차 28만 3차 12만,
2020.09.11 16:53,초심을 돌아보니,
2020.09.11 16:40,영두 성님도 사람이다.,
2020.09.11 16:39,내가 산거보다 비싸게 사줄 누군가만 있으면 된다,
2020.09.11 16:39,[주식시장을 PER로 결정하려면..],
2020.09.11 16:38,카카오 게임즈 지분율 60% 확보,
2020.09.11 16:35,올해 50만원 넘는 주식인데....,
2020.09.11 16:25,☆☆☆☆주주분이시라면 필독☆☆☆☆☆,
2020.09.11 16:25,Sk서 왔다,
2020.09.11 16:24,카카오 이제 끝난건가요?,
2020.09.11 16:22,나도 카카오버스 타고,
2020.09.11 16:20,카카오 게임주 지분율 60%,
2020.09.11 16:18,"년말목표가 987,000원 제시합니다",
2020.09.11 16:17,"Sk , sk바이오팜이랑 다른게 없네 30만원 정도",
2020.09.11 16:12,언택 7공주들 최고가 대비 하락률,
2020.09.11 16:10,영업익 500억짜리가 시총 6조라..ㅋㅋㅋ,
2020.09.11 16:07,심약단타개미들~단타 칠려니~찬티들 안티들 속출.,
2020.09.11 16:07,카겜주식 카카오 주주에게 1주도 안준다..,
2020.09.11 16:06,☆☆《카카오》마감시황《속보》 ☆☆,
2020.09.11 15:54,영두 회장님 말믿고 오늘 입성했습니다,
2020.09.11 15:51,유영두 말 듣고 카카오 산 사람?,
2020.09.11 15:51,아직도 탈출안한 사람들있네,
2020.09.11 15:50,인내심,
2020.09.11 15:48,걱정 하덜덜마러부러~~친구는 같이간당께~,
2020.09.11 15:45,카카어게임즈로,
2020.09.11 15:42,외넘이 많이 빠진거는 안파네,
2020.09.11 15:40,말아 올렸네.,
2020.09.11 15:38,42.3층 사람 살려요. ㅜㅜ,
2020.09.11 15:37,NH 오늘 320억 순매수 ㅋ,
2020.09.11 15:36,반등할것인지 관건은 담주임,
2020.09.11 15:34,야금야금 계단식 하락 ㅋㅋ,
2020.09.11 15:34,대체 홀딩해라. 말아 올린다. 약속의 오후2시다. 곧 올라간다. 나중에 후회 하지말아라. 이런글 쓰는 사람들,
2020.09.11 15:31,매동도 기대하지마세요. 별로일듯..,
2020.09.11 15:28,카카오가 카카오게임즈 상장으로 인한 수혜 금액 고시해야함,
2020.09.11 15:25,이제 월욜날 보면 암 v반등인지 하락인지,
2020.09.11 15:21,오늘 약보합가면 월욜날 진짜 빤스런하것네 근데 불가능.,
2020.09.11 15:18,월요일에 비싸게 사지말고,
2020.09.11 15:18,카카오 뱅크 카카오페이지,
2020.09.11 15:17,일봉 보지말고 월봉차트 보셈,
2020.09.11 15:16,영차! 영차! 힘을내요 카카오짜응,
2020.09.11 15:16,모간 OOO 카카오 팔고,
2020.09.11 15:15,저점 낮아졌다. 일단 35만원까지 빠지고 반등한다,
2020.09.11 15:12,일희일비 하지 말자,
2020.09.11 15:12,징징이들,
2020.09.11 15:12,영차고 나발이고 40층 구해주십쇼,
2020.09.11 15:12,겁난다고,
2020.09.11 15:10,네이버는,
2020.09.11 15:08,네이뇬은 양전 하겠다,
2020.09.11 15:07,네이버 형..,
2020.09.11 15:05,NH 많이도 샀네,
2020.09.11 15:03,나 100만 벌어도 되니,
2020.09.11 15:00,단타 안티충들,
2020.09.11 14:59,카카오가 게임주 60% 지분율 보유,
2020.09.11 15:12,카카오가 게임주 60% 지분율 바팜은 75퍼,
2020.09.11 14:58,다들 미래를 못보니 아쉽다.. ㅎㅎ,
2020.09.11 14:58,영차영차,
2020.09.11 14:57,"코스피 지수 살아났는데,,카카오 왜이래?",
2020.09.11 14:56,동학의 힘을 보여줍시다 동학의 힘으로 공매도를 물리칩시다,
2020.09.11 14:56,나오는 족족 드시네,
2020.09.11 14:56,가.즈.아!!!!!!!,
2020.09.11 14:54,ㅇㅇ,
2020.09.11 14:53,네이버는 외인들이매수시작,
2020.09.11 14:53,한방에 한칸씩 올리네..,
2020.09.11 14:52,기관형들,
2020.09.11 14:52,지금매수량,
2020.09.11 14:51,방금 매물대 다 헤처먹는거본사람,
2020.09.11 14:50,카카오는 아직 갈 길 멀다,
2020.09.11 14:50,다들 도망챠~,
2020.09.11 14:50,어차피 오르게 되있다,
2020.09.11 14:50,40분동안 양전 가능하냐??,
2020.09.11 14:49,대응법,
2020.09.11 14:49,오늘도,
2020.09.11 14:48,내가 우리나라에서 제일 싫어하는 동네..,
2020.09.11 14:48,카카오 녹네.,
2020.09.11 14:47,소프트방크 손정의 회장의 콜옵션 행사,
2020.09.11 14:47,ㅋㅋ 이건 이제 나스닥 오르던ㅋㅋ,
2020.09.11 14:47,바닥이네,
2020.09.11 14:45,인간적으로다가..,
2020.09.11 14:44,플랫폼을 선점하고 있다는것은,
2020.09.11 14:43,기다려야겠네,
2020.09.11 14:43,1퍼 이자 먹을려고,
2020.09.11 14:42,양전 바라지도 않는다...,
2020.09.11 14:42,Nh,
2020.09.11 14:42,이제 쉬어갈때가 되었나 보다.,
2020.09.11 14:42,38만까지는 올려놓자.,
2020.09.11 14:40,평단 42만....,
2020.09.11 14:40,아...진짜...,
2020.09.11 14:39,양전 기대하는x 있냐??,
2020.09.11 14:34,차트를 보고도 매수하고 싶니?,
2020.09.11 14:33,바팜 참조,
2020.09.11 14:32,조금 떨어졌다고 왜 다들 벌벌떠나,
2020.09.11 14:29,외국인 주포 매도중,
2020.09.11 14:25,네이버에서 왔습니다,
2020.09.11 14:24,몰빵했는데,
2020.09.11 14:24,기관은,
2020.09.11 14:23,이리될줄알았음,
2020.09.11 14:23,바이오팜 상장하고 SK 어떻게 됐는지 아시죠??,
2020.09.11 14:21,멀리봅시다 카카오,
2020.09.11 14:17,병수ㅏㄴㅅ끼,
2020.09.11 14:17,프로그램 매도 6만주~,
2020.09.11 14:15,아놔,
2020.09.11 14:15,유투브에 카카오 사라고 부추기는분들,
2020.09.11 14:14,"-5000원, 0000원 법칙",
2020.09.11 14:12,카겜가면,
2020.09.11 14:11,OOO진짜,
2020.09.11 14:10,개 잡주시 또빌빌싼다,
2020.09.11 14:10,개잡주되었네,
2020.09.11 14:08,앞으로 오를일 없을것같네,
2020.09.11 14:02,거래량 실화냐....,
2020.09.11 14:01,갓카오 손절하니,
2020.09.11 14:01,42만에팔걸..10%,
2020.09.11 13:56,보조지표 보시면...,
2020.09.11 13:56,어려워 못올라가게 계속 막고있지,
2020.09.11 13:52,30만원대 초반에서 다시 매수 추천!,
2020.09.11 13:51,42층 저요 ㅋ,
2020.09.11 14:14,42층 저요 ㅋ,
2020.09.11 13:51,장투로 들어온거 아니에요???,
2020.09.11 13:50,120일선 터치하러 갑니다아~,
2020.09.11 13:50,카카오 묻어두고 장투하면 편안합니다,
2020.09.11 13:48,혹시 42층 주민 있나요?,
2020.09.11 13:46,안녕하세요,
2020.09.11 13:46,길게 볼 주식이다,
2020.09.11 13:45,하나머스트스팩 최강 넥슨이 관계한 이유? 하나머스트 단기 주가 상승을 노리기보단 인수합병을 노려야돼 대신밸런스 상한가 간거 봐라 하루주가에,
2020.09.11 13:45,내일 오를 것 같은뎅,
2020.09.11 13:43,"개미들만 바글바글, 개미 지옥이 따로 없다.",
2020.09.11 13:40,주식쟁이들이 차트 수급 안보냐?,
2020.09.11 13:37,대체 불가..카카오!!,
2020.09.11 13:36,개미들 단합이 안되는구만!,
2020.09.11 13:34,42.3층 사람 살려요. ㅜㅜ,
2020.09.11 13:34,32만에 아가리 쯔어어억~~,
2020.09.11 13:34,넷마블 왜 떡상갔냐? 앙?,
2020.09.11 13:33,아진짜 기관 뭐하냐 쫌 하오,
2020.09.11 13:33,-500원인데 이제라도 손절할까요?,
2020.09.11 13:33,sk바팜상장하고 개꼴아박앗는거알제,
2020.09.11 13:32,오우 c,
2020.09.11 13:31,존버간다..,
2020.09.11 13:30,200 % 넘게올랏는데 카카오게임즈 단 10%로라도 올라야 되는거아니냐??,
2020.09.11 13:30,들어오라고하셍,
2020.09.11 13:29,에휴,
2020.09.11 13:28,이 글 보면 카카오 빨리 매수해라,
2020.09.11 13:27,순식간에 상간다 ㅡ 추매장투하라,
2020.09.11 13:27,카카오 왜 그러나요 ㅠㅠㅠ 동반상승이 원래 원칙 아닌가요?,
2020.09.11 13:27,말아올리면 내 인정한다 진짜 갓카오,
2020.09.11 13:25,37.6에 산 사람은 행복한거여,
2020.09.11 13:24,5분만 기다려라,
2020.09.11 13:24,카겜즈 상장하고 카카오 주가 떨어질까봐,
2020.09.11 13:23,밑져야 본전,
2020.09.11 13:22,다우 떨어진다고 이렇게 떨어지냐,
2020.09.11 13:18,카카오=폭락오,
2020.09.11 13:17,카카오게임즈는 행복한고민중이네,
2020.09.11 13:17,진짜 카뱅에서 소액대출받아서 추매했다,
2020.09.11 13:17,이러다 보합,
2020.09.11 13:15,조정,
2020.09.11 13:18,조정,
2020.09.11 13:14,떡락,
2020.09.11 13:14,대체 홀딩해라. 말아올린다. 약속의 오후2시다. 곧 올라간다. 나중에 후회하지말라. 이런글쓰는사람들,
2020.09.11 13:13,기다려라 제발,
2020.09.11 13:13,손절 카악퉤 다른종목본다 거지같은거 망해라,
2020.09.11 13:13,카카오는 어제쯤 오르나요?,
2020.09.11 13:12,홀딩하세요 곧 빨강으로갑니다,
2020.09.11 13:12,안녕,
2020.09.11 13:11,41만까지 조만간,
2020.09.11 13:10,개미분들 제발 빨리빨리 털려주세요. 종가에 더 저점에서 매수좀 해야겠습니다.,
2020.09.11 13:07,목표 주가 30만 간다,
2020.09.11 13:07,카카오 사업이리저리 벌리는꼴이,
2020.09.11 13:05,마 고마해라 많이올랐다아이가,
2020.09.11 13:05,"프로그램 매도 55,000주~",
2020.09.11 13:04,믿고 기다려라,
2020.09.11 13:04,"350,000원에 풀매수",
2020.09.11 13:04,올기시작이네요기관외인 매집하네요,
2020.09.11 13:03,장기적으로 보는게 좋을듯,
2020.09.11 13:03,슬슬 매수 쌓인다,
2020.09.11 13:02,"50,100만원 간다고 아무 근거없는 헛소리",
2020.09.11 13:02,나처럼,
2020.09.11 13:06,카카오 산 아주머니들...,
2020.09.11 13:00,1시 30분까지 시간줄께,
2020.09.11 13:00,개관놈들 가두리양식으로,
2020.09.11 12:58,거래정지,
2020.09.11 12:58,카카오가 50만원이 넘으려면,
2020.09.11 12:56,다들왜그래~~~,
2020.09.11 12:56,순식간에 상간다,
2020.09.11 12:56,오후 2시까지만 기다려라,
2020.09.11 12:55,외인 개관,
2020.09.11 12:54,"375,000한번만 와라",
2020.09.11 12:54,참나,
2020.09.11 12:54,심리적으로,
2020.09.11 12:54,몇시간째 저자리야..,
2020.09.11 12:53,I won’t,
2020.09.11 12:53,카카오 역사적 전고점을 깨고 계단식라락중,
2020.09.11 12:53,장기적으론 오를듯,
2020.09.11 12:52,42층,
2020.09.11 12:52,큰손없나?? 무슨 양아치짓을 이렇게해대...,
2020.09.11 12:51,진짜 미치게 만드네,
2020.09.11 12:50,단기 34만 중기 28만 말기 12만,
2020.09.11 12:50,이거 완전 개 양아치네... 막아놓고 절라 후드러 까네,
2020.09.11 12:49,"프로그램 매도 53,000주",
2020.09.11 12:49,튀어라 60일선 다이빙 중인데,
2020.09.11 12:49,카카오 엘리어트 파동을 보면...,
2020.09.11 12:49,어..38만이 언제 깨진거지 ㅋㅋ,
2020.09.11 12:49,매수기회주네요,
2020.09.11 12:49,이거 내 눈에만 떡상각 보이냐?,
2020.09.11 12:49,신용 아니면,
2020.09.11 12:47,Tv증권방송. 유트브방송들,
2020.09.11 12:47,장기투자가 답,
2020.09.11 12:46,미친,
2020.09.11 12:45,한강뷰보는데,
2020.09.11 12:45,들어가지마라,
2020.09.11 12:44,제발 빨리 물타서라도 빠져나오세요.,
2020.09.11 12:44,기관놈들 계속팔고..,
2020.09.11 12:43,떨어지면 계속 추매 갑미다!,
2020.09.11 12:42,오배ㄱ원 도 못오르게,
2020.09.11 12:40,역시 기관,
2020.09.11 12:40,젖 됐네...,
2020.09.11 12:38,캇카오의 미래가 궁금하다면 고개,
2020.09.11 12:38,35만원까지내리겠다....무섭네 ㅅㅂ,
2020.09.11 12:36,30만원 오면 들어가면 되나요?,
2020.09.11 12:36,팔고간다,
2020.09.11 12:34,오늘팔았다가 내일피똥싼다,
2020.09.11 12:32,2만원 더 빠지면 반대매매 당하네,
2020.09.11 12:32,카카오게임즈 살릴라고 카카오를 버리냐 참,
2020.09.11 12:29,줍줍해라~,
2020.09.11 12:29,거품 빠지는중 투척하라~~~,
2020.09.11 12:28,지금이 오늘 고가다,
2020.09.11 12:26,개관들 공매한다고 주식 빌려감,
2020.09.11 12:26,카오는 미래주,
2020.09.11 12:25,영끌 이젠 영끝,
2020.09.11 12:25,대주주 조건 3억 완화 반대 청원 부탁 드립니다,
2020.09.11 12:23,캬악 퉤,
2020.09.11 12:21,공매도,
2020.09.11 12:21,임직원 함박웃음,
2020.09.11 12:20,내년 3월까지 존버합니다~,
2020.09.11 12:19,손절두 버릇이다 ㅋㅋ,
2020.09.11 12:18,카뱅 카톡 안하고 라인으로 갈아타자,
2020.09.11 12:16,카카오뱅크 싸이즈 알아???,
2020.09.11 12:16,카카오에서,
2020.09.11 12:16,그래 어디 갈데까지 가봐라,
2020.09.11 12:14,아무 것도 안하는데,
2020.09.11 12:14,천하의,
2020.09.11 12:13,칵,
2020.09.11 12:12,대한전선으로..,
2020.09.11 12:12,아이고 형들아,
2020.09.11 12:11,카카오주주아니신분들 필독,
2020.09.11 12:11,하앙까 하앙가 신나는노래.~~~,
2020.09.11 12:11,14층 출신이라 그런가,
2020.09.11 12:09,이거 게임즈만으로도 이러는데 나중에 다른 것들 상장되면 뼈만 남겠네.ㅋㅋㅋ,
2020.09.11 12:09,이거 마치 그때일이랑 비슷,
2020.09.11 12:09,조정 5~20% 까지 예상한다,
2020.09.11 12:09,"38내려오면 전재산 몰빵 줍는다고 한사람인데, 결국 39 후반에 올인했는데",
2020.09.11 12:07,버티면 된다,
2020.09.11 12:06,곧 대박발표 뜬답니다,
2020.09.11 12:06,게임즈 상장했기에..당분간은,
2020.09.11 12:05,카카오 주주님들 Don't worry OOOing man~,
2020.09.11 12:05,역시 금요일이라..그런가 코스피 짭,
2020.09.11 12:05,개거품 빠지는중,
2020.09.11 12:04,이거 어째,
2020.09.11 12:04,3개월동안 쳐뮬리는 징조인듯,
2020.09.11 12:03,ㅠㅠ ..,
2020.09.11 12:01,안녕ㅠ,
2020.09.11 12:00,안판다,
2020.09.11 11:58,얼릉 뛰쳐나가!,
2020.09.11 11:58,차트상,
2020.09.11 11:56,부자되게 해준다,
2020.09.11 11:56,40층에서 물렸는데,
2020.09.11 11:55,오후는 빨강 보여줄듯,
2020.09.11 11:55,에구~~~신났네...,
2020.09.11 11:54,담주내내 흐를껀데...,
2020.09.11 11:54,슬슬 추매지,
2020.09.11 11:52,(심한욕),
2020.09.11 11:52,빨리 튀어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2020.09.11 11:52,34까진보는데 더밑으로는 안가지않으까...,
2020.09.11 11:49,스크의 향기가 풀풀,
2020.09.11 11:48,600 000갑니다,
2020.09.11 11:47,알바풀었냐?,
2020.09.11 11:46,Sk,
2020.09.11 11:46,팔지 마세요 반등합니다,
2020.09.11 11:45,카카오 3분기 1200억이라도,
2020.09.11 11:44,나스닥 0.65% 조금씩 상승중,
2020.09.11 11:44,여기주주들은 지능이 ?,
2020.09.11 11:42,카카오 슈팅준비중,
2020.09.11 11:40,코스피 빠지고 나스닥 상승중,
2020.09.11 11:41,대세는 카카오가 아니라 카카오게임즈입니다,
2020.09.11 11:37,ㅋㅋㅋㅋ살고싶냐,
2020.09.11 11:37,"500,000간다기다리세요",
2020.09.11 11:36,단타인생들 그러니 수익을 못내지,
2020.09.11 11:35,제2의 Sk,
2020.09.11 11:34,나스닥 선물 0.6% 반등했다,
2020.09.11 11:34,손절손절손절,
2020.09.11 11:33,어이없는상황,
2020.09.11 11:32,아까 37.6에 샀다고 좋아했자너,
2020.09.11 11:31,외국넘들은 남에나라 주식시장 와서폭락시키냐,
2020.09.11 11:31,얘가,
2020.09.11 11:31,"프로그램 매도 45,000주~",
2020.09.11 11:32,"프로그램 매도 45,000주~",
2020.09.11 11:30,공매도 파산 ?,
2020.09.11 11:30,게임즈는 날아가는데,
2020.09.11 11:29,개미들 코스피 1조원 매수,
2020.09.11 11:26,뭐하는짓이여 받혀놓고 ;;; 한호가에서 지금 몇시간째여;;,
2020.09.11 11:26,역시,
2020.09.11 11:26,맨날 물타면 뭐하노,
2020.09.11 11:26,"향후전망어두워■주가 폭락가능성-,매도 포지션ㅠㅠ",
2020.09.11 11:25,안티들 늘면 뭐다?,
2020.09.11 11:23,하방세탓네,
2020.09.11 11:23,중국이나 미국에 카카오 매각해라 걍;; 한국에선 안되것다..,
2020.09.11 11:23,올해 100만원은 무난하다~~~~~~~~~,
2020.09.11 11:36,올해 100만원은 무난하다~~~~~~~~~,
2020.09.11 11:23,공매도 파산직전 ㅋㅋㅋ,
2020.09.11 11:23,32만에 아가리 쯔어어억~,
2020.09.11 11:21,손절 xxx 선생 소환 필요합니다,
2020.09.11 11:21,중턱이였는지 꼭대기였는지.,
2020.09.11 11:20,이색기 40은 못가나이제??,
2020.09.11 11:19,"아들아 10,000,000주만 사 두거라",
2020.09.11 11:18,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2020.09.11 11:17,아 걱정이다 ㅡㅡ,
2020.09.11 11:17,드디어,
2020.09.11 11:17,살 사람은 지금 사고 아닌 사람은 인버스로 가시오,
2020.09.11 11:16,존버한다,
2020.09.11 11:16,추장관 아들 58일 휴가가 많이 나간거라고? ㅋㅋㅋㅋ,
2020.09.11 11:15,"프로그램 매도 42,000주~",
2020.09.11 11:14,"24,000원 공모 《《《《《 오늘 81,100원",
2020.09.11 11:13,한때 카카오 주주로써는 안타깝지만,
2020.09.11 11:13,10만 빠지고 횡보 sk 꼴,
2020.09.11 11:13,카카오게임지분 60% 지분율 ㅡ 게임주 상한가,
2020.09.11 11:12,지금 카카오 매수타이밍,
2020.09.11 11:12,"프로그램 매도 40,000주~",
2020.09.11 11:12,동학개미들이 힘내서 쳐올려야대 그수밖엔 없어. 추세는 정말 중요해.,
2020.09.11 11:12,"오늘종가 352,000 / 담주 금요일종가 288,500",
2020.09.11 11:10,카카오 싸게 사보려고하는 너희들 참 궁삭맞다,
2020.09.11 11:10,백신나오고 2뇬내 코로나끝나면 25만원,
2020.09.11 11:10,우울하다.,
2020.09.11 11:08,해외에선 라인한다 카카오 안한다.,
2020.09.11 11:08,아 놔...손모가질 확,
2020.09.11 11:07,잘 먹고갑니다..불안해서 매도,
2020.09.11 11:06,카카오가 떨어질것 같다 하는 분들 인버스 곱버스 타셈,
2020.09.11 11:06,카카오가 떨어질것 같다 하는 분들 인버스 곱버스 타셈,
2020.09.11 11:06,아주 싹다 개나소나 주식전문가지 ㅋㅋㅋㅋㅋ,
2020.09.11 11:06,미래에서 왔다.,
2020.09.11 11:06,"프로그램 매도 39,000주~",
2020.09.11 11:06,왜 빠지겠노 ㅋㅋㅋ,
2020.09.11 11:06,어차피 10년 존버다.,
2020.09.11 11:05,왜들어왔을까....,
2020.09.11 11:05,33,
2020.09.11 11:05,이거 언제까지 빠짐?,
2020.09.11 11:05,●●●카카오 주주님들 필독 68●●●,
2020.09.11 11:05,내가 말햇잖아 상장하면 쳐 나오라고,
2020.09.11 11:04,추락하는데,
2020.09.11 11:04,카카오가 떨어질것같다 하는 사람들은 인버스 매수 고고,
2020.09.11 11:04,가만보니까 뻥튀기 회사같네,
2020.09.11 11:04,토껴라,
2020.09.11 11:04,"프로그램 매도 38,000주",
2020.09.11 11:03,힘이없다,
2020.09.11 11:02,39층에 사람있어요,
2020.09.11 11:01,언텍트말고 전통주사면 간다,
2020.09.11 11:03,언텍트말고 전통주사면 간다,
2020.09.11 11:03,언텍트말고 전통주사면 간다,
2020.09.11 11:01,자기가,
2020.09.11 11:01,"개미, 신용.미수 털어야 간다.",
2020.09.11 11:00,카카오가 떨어질거같음 인버스나 사라,
2020.09.11 11:00,개관은 오로지 공매도,
2020.09.11 11:00,빠지는거 차트로만 봤을때,
2020.09.11 11:00,매수타밍,
2020.09.11 10:59,카겜은 가는데 왜 얘는 이래?,
2020.09.11 10:58,자꾸 더 내리면 매수하라는것들 주식신이라도 되냐,
2020.09.11 10:58,증시 대하락의 조짐들!,
2020.09.11 10:56,금 수저들에게,
2020.09.11 10:55,25층에서 아가리 벌리고 있어요 ㅎㅎ,
2020.09.11 10:55,주식전문가 김도박입니다,
2020.09.11 10:54,반등도없고 하방확정이네,
2020.09.11 10:54,안티 ㅅㄲ들아 떨어지니까 좋냐? ㅋ,
2020.09.11 10:54,30~33만원까지 내려갈듯요... 확실!!!,
2020.09.11 10:54,왜이럼.,
2020.09.11 10:54,와우 .. 이제 개미도 포기했네 ..,
2020.09.11 10:53,36만원 미만에서 매수해라~,
2020.09.11 10:51,기관들 떨어질것처럼 예상하다가,
2020.09.11 10:51,기관들 떨어질것처럼 예상하다가,
2020.09.11 10:51,개미 vs 외인 기관 승자는?,
2020.09.11 10:51,385탑승했는데,
2020.09.11 10:50,신용으로. 매수좀 자제 하시죠,
2020.09.11 10:50,"프로그램 매도 37,000주~",
2020.09.11 10:47,오늘 볼거 없다 월요일에 온다. 수고들해라,
2020.09.11 10:47,얼마나 빠질 지는 모르겠지만,
2020.09.11 10:46,외국인 너무 오래 많은물량매도중...,
2020.09.11 10:46,"500,000갑니다",
2020.09.11 10:43,카카오 거품 꺼진다,
2020.09.11 10:43,식품주로 와라!!--,
2020.09.11 10:42,무증밖에없다,
2020.09.11 10:40,카카오게임 때문에 삿는데,
2020.09.11 10:39,그지 같은 영감탱이,
2020.09.11 10:39,"전망은 플렛폼이라고 생각합니다 , 너무좋은가격입니다 줍줍~~",
2020.09.11 10:38,초록뱀 상한간다~~,
2020.09.11 10:36,저평가라기보단 발전가능성이큰회사지...,
2020.09.11 10:36,너무내렸다,
